English,Punjabi,English_Word_Count,Punjabi_Word_Count
row,ਫਸਾਦ,616,18
rub,ਰਗੜ,197,187
rubbing,ਰਗੜ,104,187
rubbish,ਫਜੂਲ,58,86
ruby,ਮਣੀ,122,38
ruckus,ਧਮਾਲ,88,111
ruin,ਵਿਨਾਸ਼ਕਾਰੀ,177,44
rule,ਸੂਤਰ,3560,507
rumor,ਅਫਵਾਹ,70,364
rumour,ਅਫਵਾਹ,130,364
run,ਚੱਲਣਾ,3085,403
rupee,ਰੁਪਏ,468,18234
rush,ਕਾਹਲ,471,95
rushing,ਕਾਹਲ,99,95
sabotage,ਤੋੜ-ਫੋੜ,54,11
sadness,ਦੁਬਿਧਾ,254,199
safety,ਪਨਾਹ,4084,192
saffron,ਕੁਮਕੁਮ,117,13
sagittarius,ਧਨੁ,20,43
sale,ਬਿਕਰੀ,1377,10
salesperson,ਦੁਕਾਨਦਾਰ,11,260
saloon,ਬਾਰ,5,2197
salutation,ਅਦਬ,5,43
salute,ਅਦਬ,273,43
sample,ਸੈਂਪਲ,912,324
sanctum,ਧਾਮ,6,120
sand,ਖੇਹ,614,169
sandalwood,ਚੰਦਨ,33,155
sandhi,ਮੇਲ,2,1664
sanskrit,ਸੰਸਕ੍ਰਿਤ,179,233
sap,ਰਸ,45,2001
sapling,ਬੂਟਾ,40,267
sarasvati,ਸਰਸਵਤੀ,1,93
saree,ਸਾੜੀ,58,97
sari,ਸਾੜੀ,19,97
sash,ਪਟਕਾ,11,13
sat,ਸ਼ਨਿੱਚਰਵਾਰ,10,10
satellite,ਉਪਗ੍ਰਹਿ,817,133
satisfaction,ਸੰਤੋਸ਼,647,143
saturday,ਸ਼ਨਿੱਚਰਵਾਰ,162,10
saturn,ਸ਼ਨੀ,9,13
satyagraha,ਸੱਤਿਆਗ੍ਰਹਿ,21,34
savage,ਕਸਾਈ,33,13
saver,ਤਰਨਤਾਰਨ,12,335
saving,ਤਾਰਨ,658,218
savior,ਮਸੀਹ,65,1401
saviour,ਮਸੀਹ,44,1401
savor,ਮਜ਼ਾ,16,379
savour,ਮਜ਼ਾ,11,379
saw,ਅਖਾਣ,2947,27
sawan,ਸੌਣ,14,2010
scabies,ਖੁਜਲੀ,43,347
scam,ਲੁੱਟਣਾ,728,10
scare,ਡਰਾਉਣਾ,338,1634
scattering,ਫੁਹਾਰ,5,20
scene,ਸੀਨ,2825,296
scent,ਸੁਗੰਧ,103,510
schedule,ਪ੍ਰੋਗਰਾਮ,943,11566
schism,ਭੇਦ,2,534
scholar,ਵਿਦਿਆਰਥਣ,182,690
scholarship,ਵਿਦਵਤਾ,390,24
school,ਪੜ੍ਹਨਾ,11860,962
schoolhouse,ਪਾਠਸ਼ਾਲਾ,2,11
schoolmaster,ਪ੍ਰਿਸੀਪਲ,1,22
schoolmate,ਸੰਗੀ,3,17
schoolroom,ਜਮਾਤ,2,1693
scientist,ਵਿਗਿਆਨਕ,440,1337
scissors,ਕੈਂਚੀ,50,27
scope,ਵਾਤਾਵਰਣ,268,3174
score,ਅੰਕ,822,2700
scorpio,ਬ੍ਰਿਸ਼ਚਕ,73,35
scorpion,ਬ੍ਰਿਸ਼ਚਕ,16,35
scowl,ਤੇਵਰ,9,27
screen,ਜਾਂਚਣਾ,1643,48
screening,ਢਕਣਾ,535,9
script,ਲਿਪੀ,231,87
scrotum,ਅੰਡਕੋਸ਼,3,10
scruff,ਗਰਦਨ,2,900
sculptor,ਮੂਰਤੀਕਾਰ,33,19
se,ਦੱਖਣ-ਪੂਰਬ,138,128
sea,ਸਾਗਰ,3273,1505
seam,ਸਿਲਾਈ,42,272
sec,ਸੈਕਿੰਡ,69,156
secrecy,ਗੁੱਝਾ,68,35
secretary,ਪ੍ਰਧਾਨ,6945,47037
secretion,ਰਸ,30,2001
section,ਭਾਗ,5614,10985
sedan,ਪਾਲਕੀ,36,54
sedge,ਨਾਗਰ,1,45
sedition,ਦੇਸ਼ਧ੍ਰੋਹ,222,126
seed,ਦਾਨਾ,564,18
segmentation,ਵਿਭਾਜਨ,9,56
seizure,ਗਿਰਫਤਾਰੀ,124,92
selection,ਪਸੰਦ,2315,26222
selflessness,ਫਿਦਾ,7,26
semblance,ਅਹਿਸਾਸ,9,2171
semen,ਮਣੀ,31,38
semi,ਸੈਮੀਫਾਇਨਲ,56,65
semifinal,ਸੈਮੀਫਾਇਨਲ,161,65
semolina,ਸੂਜੀ,18,40
sensation,ਅਹਿਸਾਸ,249,2171
sense,ਹਿਸਾਬ,1944,1513
sensitiveness,ਸੰਵੇਦਨਸ਼ੀਲਤਾ,1,77
sensitivity,ਸੰਵੇਦਨਸ਼ੀਲਤਾ,305,77
sentence,ਜੁਮਲਾ,809,13
sentiment,ਤਜ਼ਵੀਜ,257,12
separateness,ਵਿਛੋੜਾ,1,102
separation,ਅਲਗ,145,169
september,ਸਿਤੰਬਰ,33,15
sequence,ਸਿਲਸਿਲਾ,241,879
serenity,ਅਮਨ,66,1182
series,ਲੜੀ,4896,3341
servant,ਸੇਵਕ,257,421
service,ਟਹਿਲ,8078,24
serviceman,ਜੋਧਾ,8,32
services,ਸਹੂਲਤ,8241,5489
sesame,ਤਿਲ,153,247
session,ਸਤਰ,2936,161
setting,ਵਾਤਾਵਰਣ,1085,3174
settlement,ਚੱਕ,301,175
sex,ਰਤੀ,1648,64
shade,ਛਾਂ,573,261
shadow,ਪਰਛਾਵਾਂ,138,63
shakti,ਸ਼ਕਤੀ,165,1232
sham,ਪਖੰਡੀ,158,24
shamelessness,ਬੇਸ਼ਰਮੀ,8,34
shape,ਢਾਂਚਾ,1252,1162
shaping,ਬਨਾਵਟ,111,40
share,ਵੰਡਣਾ,4000,104
sharpness,ਤੇਜ਼ੀ,11,3146
sheath,ਮਿਆਨ,4,11
sheen,ਚਮਕ,22,648
sherbert,ਸ਼ਰਬਤ,1,16
sherbet,ਸ਼ਰਬਤ,2,16
shia,ਸ਼ਿਆ,50,11
shiah,ਸ਼ਿਆ,1,11
shield,ਉਤਾਰ,92,573
shift,ਹਟਾਉਣਾ,427,270
shiite,ਸ਼ੀਆ,15,91
ship,ਭੇਜਣਾ,452,197
shiva,ਚੰਦਰਸ਼ੇਖਰ,229,80
shock,ਡਰਨਾ,974,226
shoe,ਜੋੜਾ,181,792
shoes,ਥਾਂ,2232,10978
shop,ਹੱਟੀ,956,9
shopping,ਖਰੀਦਾਰੀ,919,95
shore,ਕੰਡਾ,217,22
show,ਦਰਸਾਉਣਾ,5778,59
shower,ਮੀਂਹ,2269,4666
shudra,ਸੇਵਕ,2,421
shyness,ਸ਼ਰਮਿੰਦਗੀ,18,72
siddhartha,ਗੌਤਮ,17,540
side,ਪੱਖ,5545,3226
sight,ਅੰਬਾਰ,1245,10
sign,ਰਾਸ਼ੀ,2334,1614
signal,ਸੰਕੇਤ,426,4185
signaling,ਸੰਕੇਤ,12,4185
signature,ਹਸਤਾਖਰ,128,400
signifier,ਰੂਪ,1,20610
sikkim,ਸਿੱਕਮ,130,144
silence,ਸ਼ਾਂਤੀ,952,2484
simpleness,ਸੁਗਮਤਾ,1,10
simplicity,ਸੁਗਮਤਾ,355,10
simulation,ਨਾਟਕ,27,725
sin,ਦੋਸ਼,457,34
singing,ਗਾਉਣ,632,434
sinner,ਪਤਿਤ,23,61
sinning,ਦੋਸ਼,2,34
sir,ਜਨਾਬ,388,89
sis,ਭੈਣ,12,2498
sister,ਭੈਣ,1768,2498
sita,ਜਾਨਕੀ,67,12
sitar,ਸਿਤਾਰਾ,2,154
siva,ਚੰਦਰਸ਼ੇਖਰ,50,80
sixer,6,3,5699
skepticism,ਅਵਿਸ਼ਵਾਸ,8,14
sketch,ਕਾਰਟੂਨ,69,282
skid,ਖਿਸਕਣ,9,293
skill,ਪੜ੍ਹਾਈ,801,4577
skin,ਖੱਲ,6816,34
skirmish,ਸੰਵਾਦ,37,462
skull,ਸਿਰ,60,5062
sky,ਅੰਬਰ,743,202
skyline,ਪੱਛਮ,9,838
slackness,ਸੁਸਤੀ,4,329
slanderer,ਨਿੰਦਕ,1,43
slap,ਚਪੇੜ,31,14
slave,ਗੁਲਾਮ,111,429
slavery,ਗੁਲਾਮੀ,46,78
sleep,ਸੌਣਾ,3678,139
sleeper,ਸੁੱਤਾ,27,300
slew,ਅੰਬਾਰ,100,10
slice,ਹਿੱਸਾ,126,25534
slime,ਚਿੱਕੜ,16,149
slip,ਖਿਸਕਣ,98,293
slogan,ਨਾਅਰਾ,276,168
sludge,ਚਿੱਕੜ,9,149
slumber,ਸੌਣਾ,40,139
smack,ਚਪੇੜ,25,14
smell,ਬਦਬੂ,742,162
smile,ਹਾਸੀ,2258,19
smoke,ਤੰਬਾਕੂਨੋਸ਼ੀ,494,104
smoking,ਧੂੰਆਂ,959,255
smoothness,ਚਿਕਨਾਈ,16,24
snail,ਕੋਡੀ,19,9
snap,ਖਿੱਚਣਾ,64,157
snare,ਫੜਨਾ,7,77
snort,ਫਰਾਟਾ,2,22
snow,ਬਰਫ,571,429
snowfall,ਬਰਫਬਾਰੀ,241,364
snowflake,ਓਸ,7,424
sobriety,ਇਕਾਗਰਤਾ,7,168
socialism,ਸਮਾਜਵਾਦ,41,48
society,ਸੰਗਤ,4028,1206
softness,ਨਰਮਾਈ,33,22
soil,ਖੇਹ,1681,169
solace,ਸਾਹਸ,20,261
soldiering,ਵੀਰਤਾ,2,54
solitude,ਤਨਹਾਈ,35,16
solute,ਘੁਲਣਸ਼ੀਲ,2,21
somebody,ਆਦਮ,501,76
someone,ਆਦਮ,3372,76
sorbet,ਸ਼ਰਬਤ,6,16
sorcery,ਜੰਤਰ-ਮੰਤਰ,5,67
soreness,ਘਬਰਾਹਟ,80,647
sorrow,ਸੋਚਣਾ,301,1350
sort,ਭੇਦ,2323,534
sot,ਐਬੀ,2,9
soul,ਆਦਮ,1267,76
source,ਬੀ,3289,5696
south,ਦੱਖਣ,4799,1277
southeast,ਦੱਖਣ-ਪੂਰਬ,217,128
southward,ਦੱਖਣ,6,1277
southwest,ਦੱਖਣ-ਪੱਛਮ,157,119
souvenir,ਸਮਾਰਕ,112,810
space,ਖਗੋਲ,3847,56
span,ਪੁੱਲ,158,136
spark,ਚਿੰਗਾਰੀ,90,15
sparkle,ਤਾਬ,51,68
spat,ਤਕਰਾਰ,74,230
spate,ਅੰਬਾਰ,70,10
speaker,ਸਪੀਕਰ,1108,1426
spearmint,ਪੁਦੀਨਾ,1,14
species,ਕਿਸਮਾਂ,1313,5111
speck,ਜਰਾ,13,158
spectator,ਦਰਸ਼ਕ,78,345
speculation,ਧਿਆਨ,296,29842
speech,ਅਰਜ਼,1553,35
speed,ਸਪੀਡ,1929,1565
speediness,ਫੁਰਤੀ,1,70
speedometer,ਮੀਟਰ,4,3277
sphere,ਮੰਡਲ,398,2624
spider,ਮੱਕੜੀ,53,62
spikelet,ਕੰਡਾ,1,22
spin,ਕੱਤਣਾ,158,10
spine,ਕੰਡਾ,255,22
spirit,ਜੀਵੰਤ,988,134
spirits,ਅੰਮ੍ਰਿਤ,172,192
splash,ਤੁਪਕਾ,91,199
splatter,ਤੁਪਕਾ,4,199
splendor,ਸੁੰਦਰਤਾ,30,2711
splendour,ਸੁੰਦਰਤਾ,2,2711
split,ਖੋਹਣਾ,337,14
spoon,ਚਮਚਾ,177,500
sport,ਵਿਖਾਉਣਾ,903,91
sportsman,ਖਿਲਾੜੀ,28,84
sportswoman,ਖਿਲਾੜੀ,12,84
spreading,ਵਿਸਥਾਰ,1204,4137
spring,ਕੁੱਦਣਾ,904,10
springtime,ਮਧ,4,13
sprinkle,ਛਿੜਕਾਅ,109,109
sprinkling,ਛਿੜਕਾਅ,16,109
sprout,ਨੋਕ,18,119
sprouting,ਫੁੱਟਣ,6,10
sputum,ਬਲਗਮ,26,32
squabble,ਤਕਰਾਰ,3,230
squirrel,ਕਾਟੋ,15,38
stack,ਅੰਬਾਰ,61,10
staff,ਸਟਾਫ,11100,7248
stage,ਖੇਡਣਾ,4007,844
stair,ਪੌੜੀ,2,135
stake,ਸ਼ਰਤ,471,757
stakes,ਸ਼ਰਤ,56,757
stalemate,ਜਾਮ,87,1481
stalwart,ਯਕੀਨੀ,46,17733
stamina,ਜ਼ੋਰ,42,2933
stand,ਉਠਾਉਣਾ,3086,149
standpoint,ਨਿਗਾਹ,31,283
standstill,ਜਾਮ,154,1481
star,ਨਛੱਤਰ,2106,66
start,ਉੱਠਣਾ,10243,45
startup,ਸ਼ੁਰੂ,110,30539
state,ਦੱਸਣਾ,36680,1292
statement,ਪੁਸ਼ਟੀ,6155,3433
stationery,ਸਟੇਸ਼ਨਰੀ,38,25
statue,ਪ੍ਰਤਿਮਾ,583,34
status,ਹਾਲਤ,1570,13770
stealing,ਠੱਗੀ,209,208
steam,ਭਾਫ,262,130
steamboat,ਸਟੀਮਰ,1,19
steel,ਲੋਹ,631,50
stem,ਧਾਤੂ,132,229
step,ਪੌੜੀ,4569,135
stick,ਸੋਟੀ,546,59
sticker,ਕਟਾਰ,38,9
stillness,ਵਿਰਾਮ,8,86
sting,ਕੱਟਣਾ,49,202
stinger,ਡੰਗ,3,57
stipend,ਵਜੀਫਾ,30,19
stipulation,ਚਾਹ,11,2655
stomach,ਪੇਟ,1534,3128
stone,ਪੱਥਰ,1472,1784
stop,ਰਹਿਣਾ,7947,4794
stoppage,ਰੁਕਾਵਟ,19,1284
storage,ਗੁਦਾਮ,2043,33
store,ਗੁਦਾਮ,3552,33
storehouse,ਗੁਦਾਮ,57,33
storeroom,ਸਟੋਰ,4,4793
storey,ਦਰਜਾ,16,1253
storm,ਤੂਫਾਨ,795,854
story,ਦਰਜਾ,10021,1253
storyteller,ਸੂਤਰਧਾਰ,21,31
stowage,ਸਟੋਰ,1,4793
strain,ਰੂਪ,391,20610
stranger,ਅਜਨਬੀ,63,96
stream,ਵਗਣਾ,286,58
strength,ਜ਼ੋਰ,2122,2933
stress,ਜੋਰ,2374,365
striking,ਧੱਕਾ,296,528
struggle,ਲੜਾਈ,1494,5501
stubbornness,ਹੱਠ,21,37
student,ਵਿਦਿਆਰਥਣ,2682,690
study,ਪੜਨਾ,4698,59
stuff,ਪਾਉਣਾ,2602,1300
stunner,ਕਾਮਿਨੀ,14,18
stunt,ਆਲਮ,59,274
stupa,ਮੀਨਾਰ,4,39
stupor,ਠੇਸ,7,601
style,ਦੌਰ,5379,2526
subcontinent,ਉਪਮਹਾਂਦੀਪ,92,23
subdivision,ਉਪਭਾਗ,71,10
subjugation,ਦਮਨ,3,92
subordination,ਬੇਵਸੀ,8,18
subscription,ਦਾਨ,189,1282
substance,ਭਾਵ,1269,2905
substantiation,ਪ੍ਰਮਾਣੀਕਰਨ,3,18
substructure,ਆਧਾਰ,1,9468
subtraction,ਘਟਾਉਣਾ,4,569
success,ਜੈ,5356,631
succession,ਸਿਲਸਿਲਾ,52,879
successor,ਵਾਰਿਸ,64,57
sudra,ਸੇਵਕ,2,421
sufferer,ਸ਼ਹੀਦ,22,2943
suffix,ਪਰਤੇ,3,312
sugarcane,ਗੰਨਾ,293,292
sugariness,ਮਿਠਾਸ,1,96
suggestion,ਸਲਾਹ,734,12701
suicide,ਆਤਮਘਾਤ,4176,10
suit,ਮਾਮਲਾ,752,28060
sulfur,ਗੰਧਕ,50,45
sulk,ਕ੍ਰੋਧ,10,180
sulphur,ਗੰਧਕ,5,45
sum,ਟੋਟਲ,508,19
summation,ਜੋੜਨਾ,1,399
sun,ਧੁੱਪ,26,545
sunlight,ਧੁੱਪ,589,545
sunni,ਸੁੰਨੀ,50,107
sunrise,ਪ੍ਰਭਾਤ,58,60
sunshine,ਹਰਸ਼,66,142
sunstroke,ਲੂ,15,171
sup,ਘੁੱਟ,1,281
superintendence,ਮੁਆਇਨਾ,12,378
superintendent,ਚਾਲਕ,1081,5225
superiority,ਪ੍ਰਾਥਮਿਕਤਾ,35,56
supervising,ਮੁਆਇਨਾ,42,378
supervision,ਮੁਆਇਨਾ,590,378
support,ਖੜਨਾ,9286,9
supporter,ਸ਼ਰੀਕ,131,73
supposition,ਅੰਦਾਜ਼ਾ,28,520
suppuration,ਪਾਕ,8,105
surcharge,ਲੁੱਟਣਾ,90,10
surety,ਬੰਧਕ,28,81
surface,ਨਿਕਲਣਾ,1185,413
surfeit,ਵਧਾ,2,2677
surgery,ਸਰਜਰੀ,1340,1799
surmise,ਅੰਦਾਜ਼ਾ,8,520
surname,ਗੋਤ,54,48
surrender,ਆਤਮਸਮਰਪਣ,205,41
survey,ਦਰਸਨ,1148,23
suspect,ਵਿਰੋਧੀ,1221,7649
sustainment,ਰੋਜਗਾਰ,1,98
sustenance,ਰੋਜਗਾਰ,34,98
sw,ਦੱਖਣ-ਪੱਛਮ,1,119
swallow,ਨਿਗਲਣਾ,80,14
swami,ਮਹਾਤਮਾ,187,1145
swarm,ਗਰੋਹ,14,145
sweat,ਯਤਨ,160,3674
sweetheart,ਕਾਮਿਨੀ,35,18
sweetness,ਮਿਠਾਸ,90,96
swelling,ਸੋਜ,563,720
swim,ਤਰਨਾ,210,15
swimmer,ਤੈਰਾਕ,45,48
swimming,ਤੈਰਨਾ,678,82
swoon,ਬੇਸੁੱਧ,5,40
syllable,ਵਰਣ,7,16
syllabus,ਪਾਠਕ੍ਰਮ,129,180
sympathiser,ਹਮਾਇਤੀ,3,136
sympathy,ਸੰਵੇਦਨਾ,264,262
syncope,ਬੇਸੁੱਧ,5,40
synopsis,ਨਤੀਜਾ,40,7628
system,ਪ੍ਰਬੰਧ,9247,6641
tab,ਗੋਲੀ,180,3591
table,ਟਾਲਣਾ,1764,15
tablet,ਗੋਲੀ,425,3591
tact,ਵਿਵਹਾਰਕਤਾ,15,9
tactfulness,ਵਿਵਹਾਰਕਤਾ,3,9
tail,ਪੂਛ,144,175
tailor,ਟੇਲਰ,29,193
taint,ਮਲੀਨ,6,19
takeoff,ਉਡਾਨ,28,258
tale,ਸਟੋਰੀ,502,475
talent,ਯੋਗਤਾ,548,2336
talk,ਦੱਸਣਾ,7393,1292
talker,ਸਪੀਕਰ,4,1426
tallness,ਬੁਲੰਦੀ,2,10
tally,ਗਣਨਾ,210,464
tamarind,ਅਮਲਾ,48,167
tang,ਮਜ਼ਾ,4,379
target,ਟੀਚਾ,1088,2420
tart,ਵੇਸਵਾ,21,23
task,ਡਿਉਟੀ,2861,35
taste,ਪ੍ਰਵਿਰਤੀ,2512,214
taurus,ਬ੍ਰਿਖ,67,14
taxation,ਮਾਮਲਾ,122,28060
tb,ਟੀਬੀ,126,141
tea,ਟੀ,2056,4041
teacher,ਆਚਾਰੀਆ,1647,54
teaching,ਤਾਲੀਮ,799,45
teaser,ਪਹੇਲੀ,173,11
technologist,ਇੰਜੀਨੀਅਰ,10,655
technology,ਤਕਨੀਕ,3621,2553
teen,ਬਾਲਿਕਾ,166,20
teenager,ਬਾਲਿਕਾ,412,20
telecom,ਦੂਰਸੰਚਾਰ,317,208
telecommunication,ਦੂਰਸੰਚਾਰ,45,208
telephone,ਟੈਲੀਫੋਨ,866,637
television,ਟੈਲੀਵਿਯਨ,1860,21
teller,ਸੂਤਰਧਾਰ,17,31
telly,ਟੈਲੀਵਿਯਨ,5,21
telugu,ਤੇਲੁਗੁ,546,9
temblor,ਭੂਚਾਲ,4,2051
temerity,ਜਿੱਦੀ,1,10
temperament,ਮਾਨਸਿਕਤਾ,77,557
temperature,ਤਾਪਮਾਨ,5940,8222
temple,ਮੰਦਰ,2763,2878
temptation,ਲੋਭ,39,42
tendency,ਪ੍ਰਵਿਰਤੀ,96,214
tense,ਟਾਇਮ,558,56
tension,ਤਨਾਵ,1106,64
term,ਪ੍ਰਤਿਬੰਧ,1451,26
termination,ਖਮਿਆਜਾ,120,19
terror,ਆਤੰਕ,1716,30
terrorism,ਅੱਤਵਾਦ,1225,1748
test,ਜਾਂਚਣਾ,7367,48
testament,ਵਸੀਅਤ,41,47
testimonial,ਸ਼ਰਧਾਜਲੀ,4,32
testing,ਇਮਤਿਹਾਨ,1646,566
th,ਬੁੱਧਵਾਰ,114,65
thanks,ਮੇਹਰਬਾਨੀ,5581,18
theft,ਠੱਗੀ,824,208
theme,ਧਾਤੂ,677,229
theory,ਵਾਦ,766,119
thermometer,ਥਰਮਾਮੀਟਰ,125,158
thespian,ਐਕਟਰ,2,1210
thief,ਚੋਰ,169,589
thievery,ਠੱਗੀ,4,208
thieving,ਠੱਗੀ,3,208
thigh,ਪੱਟ,91,153
thing,ਚੀਜ਼,24424,2406
things,ਸਮਗਰੀ,26489,1206
thinker,ਵਿਚਾਰਕ,32,108
thinking,ਅਧਿਐਨ,5295,4675
thinness,ਕਮਜ਼ੋਰੀ,8,257
thirst,ਪਿਆਸ,94,249
thirstiness,ਪਿਆਸ,1,249
thorax,ਸੀਨੇ,5,47
thorn,ਕੰਡਾ,9,22
thou,1000,600,527
thought,ਤਜ਼ਵੀਜ,8514,12
thrall,ਗੁਲਾਮੀ,3,78
thrashing,ਥੱਪੜ,55,159
thread,ਪਾਉਣਾ,218,1300
threat,ਡਰਾਵਾ,1509,52
threshold,ਬਾਰ,86,2197
thrill,ਰੋਮਾਂਚ,59,47
throne,ਤਖਤ,106,241
thrower,ਘੁਮਿਆਰ,58,17
thumb,ਅੰਗੂਠਾ,98,26
thunder,ਗਰਜ,63,94
thursday,ਬੁੱਧਵਾਰ,77,65
thwarter,ਰੁਕਾਵਟ,1,1284
tibet,ਤਿੱਬਤ,122,341
tierce,3,1,8092
tiff,ਤਕਰਾਰ,16,230
tightness,ਤਨ,36,191
tigress,ਸ਼ੇਰਨੀ,1,9
time,ਤਾਲ,62558,121
timelessness,ਮੁਕਤੀ,1,462
timid,ਗਿੱਦੜ,50,33
tiredness,ਥਕਾਨ,49,67
toad,ਡੱਡੂ,7,68
tobacco,ਤੰਬਾਕੂ,538,796
toll,ਮੁੱਲ,1806,4513
tool,ਸੰਦ,1310,1320
tooth,ਦੰਦ,335,878
top,ਟੀਸੀ,5712,11
topaz,ਪੁਖਰਾਜ,6,13
tope,ਪੀਣਾ,30,1445
topic,ਪ੍ਰਕਰਣ,1360,30
torch,ਬੈਟਰੀ,38,1798
torso,ਧੜ,21,45
totality,ਟੋਟਲ,36,19
touch,ਪਾਉਣਾ,1561,1300
toughness,ਜ਼ੋਰ,17,2933
tour,ਘੁੰਮਣਾ,1419,124
tourer,ਸੈਲਾਨੀ,4,2274
tourist,ਸੈਲਾਨੀ,801,2274
toy,ਖੇਡਣਾ,306,844
tracing,ਟ੍ਰੇਸਿੰਗ,119,21
trading,ਨਿਆਂ,470,1398
trainee,ਸਿੱਖਿਆਰਥੀ,23,22
training,ਟ੍ਰੇਨਿੰਗ,3927,610
transaction,ਲੈਣਦੇਣ,311,35
transfer,ਤਬਾਦਲਾ,1059,293
transference,ਤਬਾਦਲਾ,4,293
transformation,ਰੂਪਾਂਤਰਣ,330,30
transition,ਸੰਕ੍ਰਮਣ,263,230
translation,ਰੂਪਾਂਤਰਣ,228,30
translator,ਅਨੁਵਾਦਕ,28,38
transmission,ਪ੍ਰਸਾਰਣ,1228,788
transmitting,ਪ੍ਰਸਾਰਣ,25,788
transmutation,ਰੂਪਾਂਤਰ,2,67
transparency,ਪਾਰਦਰਸ਼ਤਾ,296,200
transport,ਭੇਜਣਾ,2675,197
transportation,ਕੱਢਣਾ,823,418
trap,ਫੜਨਾ,211,77
trash,ਫਜੂਲ,91,86
travail,ਲਾਉਣਾ,2,652
traveler,ਰਾਹੀ,57,433
traveller,ਰਾਹੀ,36,433
treachery,ਚਲਾਕੀ,15,75
treason,ਚਲਾਕੀ,74,75
treasure,ਕੋਸ਼,142,76
treasurer,ਖਜਾਨਚੀ,66,25
treatment,ਡਾਕਟਰੀ,15730,2892
trench,ਖੱਡ,29,306
trend,ਦੌਰ,1095,2526
trespass,ਕੁਤਾਹੀ,27,222
trey,3,1,8092
triad,3,5,8092
trial,ਪਰਖ,1255,385
triangle,ਤਿਕੋਣ,40,49
tribute,ਸ਼ਰਧਾਜਲੀ,733,32
trice,ਦਮ,2,1906
trick,ਕਰਤੱਬ,219,21
trickster,ਖੋਟਾ,1,13
trigon,ਤਿਕੋਣ,1,49
trilateral,ਤਿਕੋਣ,23,49
trinity,3,44,8092
trio,3,159,8092
tripe,ਫਜੂਲ,3,86
triumph,ਫਤਿਹ,143,127
troika,3,6,8092
trope,ਅਲੰਕਾਰ,3,24
trouble,ਉਲਝਨ,1884,20
trouncing,ਥੱਪੜ,1,159
trump,ਬਾਜਾ,5327,11
trumpet,ਬਾਜਾ,8,11
trunk,ਧੜ,101,45
trust,ਸੰਸਥਾ,3024,4874
trustee,ਟਰੱਸਟੀ,30,60
truth,ਅਸਲੀਅਤ,7026,2083
try,ਸੁਣਨਾ,9411,888
tryout,ਪਰਖ,3,385
tuberculosis,ਟੀਬੀ,124,141
tuesday,ਮੰਗਲਵਾਰ,68,55
tuition,ਕੋਚਿੰਗ,100,307
tumult,ਧਮਾਲ,15,111
tune,ਧੁਨ,327,85
tunnel,ਗੁਫ਼ਾ,197,25
turn,ਮੋੜਨਾ,2700,36
tutelage,ਨਰੀਖਣ,3,10
tutor,ਟਿਊਟਰ,52,14
tv,ਟੈਲੀਵਿਯਨ,4545,21
twain,ਜੋੜਾ,74,792
twin,ਜੁੜਵਾਂ,364,130
twinkle,ਤਾਬ,125,68
twinkling,ਦਮ,12,1906
twins,ਮਿਥੁਨ,117,79
twirl,ਮਰੋੜ,1,71
twist,ਪਰਤਣਾ,172,130
twisting,ਮਰੋੜ,17,71
twitch,ਕੱਢਣਾ,12,418
twitching,ਪਕੜ,12,349
twitter,ਗੂੰਜ,4814,112
twosome,ਜੁੱਟ,1,341
umbilical,ਨਾਰ,30,24
umbrella,ਛਤਰ,83,22
unavailability,ਅਣਹੋਂਦ,22,376
unbalance,ਅਸੰਤੁਲਨ,1,136
uncommonness,ਅਸਮਾਨਤਾ,4,293
uncovering,ਤਫਤੀਸ਼,2,811
underdog,ਬੇਚਾਰਾ,6,9
underside,ਤਲ,7,424
underwear,ਅੰਦਰਲੇ,132,535
undesirability,ਅਣਗਹਿਲੀ,1,367
ungratefulness,ਅਕ੍ਰਿਤਘਣ,4,811
unhappiness,ਉਚਾਟ,39,12
uniform,ਯੂਨੀਫਾਰਮ,261,34
unit,ਯੂਨਿਟ,1961,1813
unity,ਸੰਗਠਨ,509,4939
university,ਯੂਨੀਵਰਸਿਟੀ,5921,8452
unnaturalness,ਮਿਲਾਵਟੀ,2,74
unreason,ਬੇਸਮਝ,2,37
unselfishness,ਅਮੀਰੀ,2,91
untouchable,ਹਰੀਜਨ,13,10
upbeat,ਭਲਾ,118,1301
upgrade,ਤਰੱਕੀ,167,1811
upkeep,ਰੋਜਗਾਰ,41,98
uprising,ਧ੍ਰੋਹ,21,32
upshot,ਛਾਪ,12,179
urine,ਪਿਸ਼ਾਬ,339,21
urn,ਘੜਾ,5,53
us,ਅਮੈਰਿਕਾ,35209,11
usa,ਅਮੈਰਿਕਾ,1029,11
usage,ਆਚਰਣ,427,93
use,ਕਰਨਾ,23475,78422
usefulness,ਉਪਯੋਗਤਾ,74,117
using,ਸ਼ੋਸ਼ਣ,7690,497
usurpation,ਕੁਤਾਹੀ,1,222
uterus,ਪੇਟ,213,3128
utilisation,ਆਚਰਣ,38,93
utility,ਉਪਯੋਗਤਾ,189,117
utilization,ਆਚਰਣ,87,93
utterance,ਦੱਸਿਆ,12,44092
vacation,ਛੁੱਟੀ,948,3866
vajra,ਹੀਰਾ,3,331
vale,ਵਾਦੀ,3,508
validity,ਮਿਆਦ,177,2541
valley,ਵਾਦੀ,839,508
valor,ਦਲੇਰੀ,15,173
valour,ਦਲੇਰੀ,75,173
values,ਵਿਚਾਰ,763,25281
