Word,Translation,Frequency,English frequency
weave,ਬੁਣਾਈ,154,32
web,ਜਾਲ,307,1863
wednesday,ਬੁੱਧਵਾਰ,65,62
west,ਪੱਛਮ,838,4337
westward,ਪੱਛਮ,838,8
wheat,ਕਣਕ,1655,922
whore,ਵੇਸਵਾ,23,14
widow,ਵਿਧਵਾ,238,94
wind,ਗੈਸ,3056,720
wing,ਉੱਡਣਾ,21,754
winner,ਜੇਤੂ,4605,861
wipe,ਪੂੰਝਣਾ,16,216
wire,ਤਾਰ,388,262
woman,ਕੁੜੀ,3392,10560
wording,ਸ਼ਬਦਾਵਲੀ,94,33
worm,ਘਬਰਾਉਣਾ,101,51
worship,ਭਗਤੀ,252,488
writ,ਰਾਜ਼ੀਨਾਮਾ,28,99
writer,ਲੇਖਕ,3972,1950
yellow,ਪੀਲਾ,402,1309
yellowness,ਪੀਲਾ,402,11
yes,ਹਾਮੀ,171,7153
yogi,ਯੋਗੀ,1205,850
zoo,ਚਿੜੀਆਘਰ,275,219
accommodate,ਠਹਿਰਾਉਣਾ,47,337
accumulate,ਜੋੜਨਾ,399,125
ache,ਟੁੱਟਣਾ,28,127
acknowledge,ਮੰਨਣਾ,2525,231
addict,ਪੈਣਾ,906,95
adjudicate,ਸੁਲਝਾਉਣਾ,84,9
administer,ਵੰਡਣਾ,104,86
adorn,ਸਜਾਇਆ,1711,15
alight,ਉਤਰਨਾ,75,9
allot,ਵੰਡਣਾ,104,42
ameliorate,ਵਧਾਉਣਾ,583,10
amend,ਵਧਾਉਣਾ,583,195
anchor,ਬੰਨ੍ਹਣਾ,56,120
anger,ਭੜਕਾਉਣਾ,22,1323
angle,ਝੁਕਣਾ,68,276
appear,ਉੱਠਣਾ,45,1930
appease,ਮਨਾਉਣਾ,199,20
attach,ਜੋੜਨਾ,399,297
attract,ਖਿੱਚਣਾ,157,785
audit,ਜਾਂਚਣਾ,48,197
badger,ਛੇੜਣਾ,9,23
batter,ਕੁੱਟਣਾ,59,314
beam,ਚਮਕਣਾ,12,113
beautify,ਸਜਾਇਆ,1711,15
beset,ਤਾੜਨਾ,228,19
better,ਵਧਾਉਣਾ,583,14427
bewitch,ਮੋਹਣਾ,75,9
bid,ਦੇਣਾ,8883,440
bind,ਬੰਨਣਾ,9,53
birth,ਜੰਮਣਾ,20,4340
blend,ਮਿਲਾਉਣਾ,147,1162
boil,ਉਬਾਲਣਾ,74,1674
bolt,ਖਾਣਾ,7578,41
bond,ਮਿਲਾਉਣਾ,147,483
book,ਰੋਕਣਾ,742,6617
boost,ਵਧਾਉਣਾ,583,1065
bound,ਕੁੱਦਣਾ,10,374
bowl,ਡਿੱਗਣਾ,136,1401
brace,ਜਗਾਉਣਾ,12,37
bribe,ਖਵਾਉਣਾ,12,243
bruise,ਕੁੱਟਣਾ,59,29
bump,ਭਿੜਨਾ,9,66
bunch,ਬੰਨ੍ਹਣਾ,56,261
bundle,ਬੰਨ੍ਹਣਾ,56,75
bunk,ਭੱਜਣਾ,85,80
bury,ਦਬਾਉਣਾ,67,50
bust,ਟੁੱਟਣਾ,28,128
busy,ਲੱਗਣਾ,170,1221
buy,ਖਵਾਉਣਾ,12,4189
calm,ਬੁਝਾਉਣਾ,14,1747
capture,ਮੋਹਣਾ,75,255
cat,ਥੁੱਕਣਾ,10,608
cease,ਛੱਡਣਾ,687,165
charter,ਕਰਨਾ,78422,112
chuck,ਥੁੱਕਣਾ,10,21
circulate,ਫੈਲਾਉਣਾ,73,39
circumvent,ਟਾਲਣਾ,15,15
clear,ਛੱਡਣਾ,687,6528
clip,ਕੱਟਣਾ,202,358
close,ਨਿਪਟਣਾ,16,5056
cluster,ਬੰਨ੍ਹਣਾ,56,80
collar,ਫੜਨਾ,77,74
collect,ਜੋੜਨਾ,399,605
color,ਰੰਗਨਾ,12,7975
colour,ਰੰਗਨਾ,12,2167
compile,ਜੋੜਨਾ,399,61
complete,ਚੁਕਣਾ,27,5892
compose,ਰਚਨਾ,2876,89
comprehend,ਸਮਝਿਆ,1195,187
con,ਲੁੱਟਣਾ,10,66
conceal,ਲੁਕਾਉਣਾ,50,32
concede,ਝੁਕਣਾ,68,88
conceive,ਸਮਝਣਾ,1726,102
concern,ਪੈਣਾ,906,2555
conclude,ਨਿਪਟਣਾ,16,127
conquer,ਦਬਾਉਣਾ,67,120
construct,ਬਣਨਾ,2087,165
consume,ਲੱਗਣਾ,170,1754
contend,ਲੜਾਈ,5501,24
convey,ਲਿਆਉਣਾ,912,295
convince,ਸਮਝਾਉਣਾ,97,163
cop,ਫੜਨਾ,77,289
copy,ਉਤਾਰਨਾ,28,818
corrupt,ਖਵਾਉਣਾ,12,207
cost,ਪੈਣਾ,906,10382
count,ਗਿਣਨਾ,19,801
cover,ਢਕਣਾ,9,3048
dance,ਨੱਚਣਾ,70,1353
dash,ਡਰਾਉਣਾ,1634,87
date,ਮਿਲਣਾ,1095,5322
deal,ਵੰਡਣਾ,104,4838
decay,ਸੜਨਾ,9,90
decide,ਸੁਲਝਾਉਣਾ,84,2615
decorate,ਸਜਾਇਆ,1711,510
deem,ਰੱਖਣਾ,6816,19
defame,ਲਗਾਉਣਾ,1219,112
defeat,ਹਰਾਉਣਾ,112,1153
defer,ਟਾਲਣਾ,15,24
demo,ਦਿਖਾਉਣਾ,224,38
demolish,ਤੋੜਨਾ,118,27
demonstrate,ਦਿਖਾਉਣਾ,224,304
destroy,ਮਿਟਾਉਣਾ,133,538
detain,ਟਿਕਣਾ,11,43
develop,ਨਿਕਲਣਾ,413,1779
deviate,ਭਟਕਣਾ,54,20
devote,ਰੱਖਣਾ,6816,101
dictate,ਲਿਖਵਾਉਣਾ,23,30
digest,ਪਚਾਉਣਾ,19,141
discard,ਸੁੱਟਣਾ,64,60
discontinue,ਛੱਡਣਾ,687,30
discover,ਖੋਜਣਾ,14,429
dismiss,ਕੱਢਣਾ,418,108
dispatch,ਮਾਰਨਾ,268,30
dispense,ਵੰਡਣਾ,104,15
displace,ਹਿਲਾਉਣਾ,60,9
display,ਦਿਖਾਉਣਾ,224,933
dispose,ਸੁੱਟਣਾ,64,70
disrupt,ਬੋਲਣਾ,515,147
disturb,ਹਿਲਾਉਣਾ,60,220
diverge,ਭਟਕਣਾ,54,13
dodge,ਟਾਲਣਾ,15,27
donate,ਦੇਣਾ,8883,286
drill,ਸਾਧਨਾ,103,91
drink,ਪੀਣਾ,1445,5553
drive,ਚਲਾਉਣਾ,391,2017
drown,ਡੁੱਬਣਾ,26,82
dry,ਸੁੱਕਣਾ,63,4221
duck,ਟਾਲਣਾ,15,73
dwell,ਰਹਿਣਾ,4794,242
eject,ਕੱਢਣਾ,418,17
elaborate,ਸਮਝਾਉਣਾ,97,753
embody,ਨਿਭਾਉਣਾ,176,55
emerge,ਨਿਕਲਣਾ,413,225
emit,ਬੋਲਣਾ,515,28
energise,ਜਗਾਉਣਾ,12,11
energize,ਜਗਾਉਣਾ,12,12
enlarge,ਸਮਝਾਉਣਾ,97,53
enter,ਵੜਨਾ,11,1768
entrance,ਮੋਹਣਾ,75,948
enumerate,ਗਿਣਨਾ,19,12
equal,ਪਾਉਣਾ,1300,2949
erase,ਮਿਟਾਉਣਾ,133,63
err,ਭਟਕਣਾ,54,9
erupt,ਸੜਨਾ,9,35
escape,ਭੱਜਣਾ,85,784
establish,ਚਲਾਉਣਾ,391,701
evade,ਟਾਲਣਾ,15,34
except,ਛੱਡਣਾ,687,699
excite,ਭੜਕਾਉਣਾ,22,39
execute,ਚਲਾਉਣਾ,391,167
exercise,ਸਾਧਨਾ,103,4556
exhaust,ਲੱਗਣਾ,170,78
exhibit,ਦਿਖਾਉਣਾ,224,126
expel,ਕੱਢਣਾ,418,48
expose,ਦਿਖਾਉਣਾ,224,121
expound,ਸਮਝਾਉਣਾ,97,22
extinguish,ਬੁਝਾਉਣਾ,14,24
extract,ਖਿੱਚਣਾ,157,326
face,ਵੱਲ,13977,9325
fail,ਹਾਰਨਾ,168,481
farm,ਬੀਜਣਾ,47,3730
fascinate,ਮੋਹਣਾ,75,23
fasten,ਖਿੱਚਣਾ,157,33
fear,ਡਰਨਾ,226,3626
fell,ਸੁੱਟਣਾ,64,2216
fight,ਲੜਾਈ,5501,5272
find,ਖੋਜਣਾ,14,13117
finish,ਚੁਕਣਾ,27,918
fit,ਆਉਣਾ,2613,1640
fleece,ਲੁੱਟਣਾ,10,37
flirt,ਖੇਡਣਾ,844,13
floor,ਘਬਰਾਉਣਾ,101,1724
flutter,ਧੜਕਣਾ,9,11
flux,ਮਿਲਾਉਣਾ,147,56
follow,ਦੇਖਣਾ,1845,5315
forbid,ਰੋਕਣਾ,742,34
force,ਖਿੱਚਣਾ,157,4688
form,ਬਿਠਾਉਣਾ,25,7853
freeze,ਜੰਮਣਾ,20,128
fright,ਡਰਾਉਣਾ,1634,37
frighten,ਡਰਾਉਣਾ,1634,60
fruit,ਵੱਧਣਾ,78,1960
function,ਚੱਲਣਾ,403,3048
furnish,ਦੇਣਾ,8883,68
fuse,ਮਿਲਾਉਣਾ,147,23
gentle,ਮਨਾਉਣਾ,199,890
give,ਦੇਣਾ,8883,12345
glow,ਚਮਕਣਾ,12,109
grace,ਸਜਾਇਆ,1711,586
grant,ਝੁਕਣਾ,68,726
grasp,ਸਮਝਿਆ,1195,172
grieve,ਸੋਚਣਾ,1350,42
ground,ਬੰਨ੍ਹਣਾ,56,2350
halt,ਰਹਿਣਾ,4794,244
hammer,ਲਗਾਉਣਾ,1219,77
handle,ਵਰਤਣਾ,1450,1589
happen,ਆਉਣਾ,2613,11901
harass,ਤਾੜਨਾ,228,82
harry,ਤਾੜਨਾ,228,339
hassle,ਤਾੜਨਾ,228,171
hear,ਸੁਣਨਾ,888,3201
heat,ਜਲਾਉਣਾ,11,2874
hedge,ਟਾਲਣਾ,15,20
help,ਲਗਾਉਣਾ,1219,31075
hesitate,ਰੁਕਦਾ,943,213
hire,ਕਰਨਾ,78422,275
hoist,ਉਡਾਉਣਾ,53,48
imagine,ਮੰਨਣਾ,2525,1432
impose,ਵਸੂਲਣਾ,9,267
impress,ਛਾਪਣਾ,13,114
improve,ਵਧਾਉਣਾ,583,3133
include,ਮਿਲਨਾ,13,11919
increase,ਵਧਾਉਣਾ,583,6575
inhabit,ਰਹਿਣਾ,4794,29
inhibit,ਦਬਾਉਣਾ,67,73
injure,ਲੱਗਣਾ,170,34
interest,ਪੈਣਾ,906,3099
interfere,ਪੈਣਾ,906,364
interrupt,ਬੋਲਣਾ,515,50
intervene,ਪੈਣਾ,906,240
investigate,ਛਾਣਬੀਣ,313,1254
involve,ਲੈਣਾ,5063,304
irrigate,ਭਰਨਾ,475,17
issue,ਨਿਕਲਣਾ,413,13721
knock,ਭਿੜਨਾ,9,259
lam,ਭੱਜਣਾ,85,13
last,ਰਹਿਣਾ,4794,12054
launch,ਚਲਾਉਣਾ,391,1668
lean,ਝੁਕਣਾ,68,152
learn,ਸਿੱਖਣਾ,978,5508
leash,ਬੰਨਣਾ,9,34
lengthen,ਵਧਾਉਣਾ,583,15
let,ਦੇਣਾ,8883,6308
levy,ਵਸੂਲਣਾ,9,73
light,ਜਲਾਉਣਾ,11,5112
line,ਖਿੱਚਣਾ,157,2465
listen,ਸੁਣਨਾ,888,2516
lot,ਵੰਡਣਾ,104,34712
lower,ਉਤਾਰਨਾ,28,2343
lull,ਬੁਝਾਉਣਾ,14,28
march,ਚਲਾਉਣਾ,391,26
mat,ਉਲਝਣਾ,17,82
match,ਪਾਉਣਾ,1300,4584
materialise,ਆਉਣਾ,2613,33
materialize,ਆਉਣਾ,2613,39
mature,ਪਕਾਉਣਾ,439,155
mellow,ਪਿਘਲਣਾ,17,37
merge,ਮਿਲਾਉਣਾ,147,98
misguide,ਭਟਕਾਉਣਾ,17,12
mislead,ਭਟਕਾਉਣਾ,17,157
molest,ਤਾੜਨਾ,228,11
mount,ਬੈਠਣਾ,185,322
murder,ਮਾਰਨਾ,268,4525
nab,ਫੜਨਾ,77,1509
narrate,ਸੁਣਾਉਣਾ,22,23
neglect,ਰਹਿਣਾ,4794,204
nominate,ਬਣਾਉਣਾ,4228,59
number,ਗਿਣਨਾ,19,24640
nurture,ਪਾਲਣਾ,8196,45
observe,ਦੇਖਣਾ,1845,750
occur,ਮਿਲਨਾ,13,2096
open,ਖੋਲਣਾ,11,7332
oppress,ਦਬਾਉਣਾ,67,9
ornament,ਸਜਾਇਆ,1711,76
overcome,ਹਰਾਉਣਾ,112,652
overlook,ਰਹਿਣਾ,4794,116
overtake,ਕੱਢਣਾ,418,29
overwhelm,ਡੁੱਬਣਾ,26,27
pacify,ਮਨਾਉਣਾ,199,71
pack,ਬੰਨਣਾ,9,565
paint,ਰੰਗਨਾ,12,744
pall,ਡਰਾਉਣਾ,1634,96
panic,ਘਬਰਾਉਣਾ,101,1168
parent,ਪਾਲਣਾ,8196,882
pause,ਰੁਕਦਾ,943,149
pen,ਰਚਨਾ,2876,197
people,ਵਸਣਾ,40,81153
photograph,ਖਿੱਚਣਾ,157,607
pick,ਕੱਢਣਾ,418,963
placate,ਮਨਾਉਣਾ,199,9
plague,ਤਾੜਨਾ,228,91
plank,ਸੁੱਟਣਾ,64,20
plume,ਲੁੱਟਣਾ,10,17
plump,ਸੁੱਟਣਾ,64,17
portray,ਖੇਡਣਾ,844,53
postpone,ਟਾਲਣਾ,15,87
pour,ਵਹਾਉਣਾ,15,908
practise,ਸਾਧਨਾ,103,111
pretend,ਦਿਖਾਉਣਾ,224,77
prevail,ਚੱਲਣਾ,403,148
prick,ਕੱਟਣਾ,202,19
process,ਬਣਾਉਣਾ,4228,11392
progress,ਉੱਨਤੀ,116,2006
prohibit,ਰੋਕਣਾ,742,63
promote,ਤਰੱਕੀ,1811,924
prosecute,ਲੱਗਣਾ,170,73
protect,ਬਚਾਉਣਾ,409,2856
protrude,ਉੱਠਣਾ,45,9
provoke,ਤਾੜਨਾ,228,197
publish,ਨਿਕਲਣਾ,413,129
pull,ਖਿੱਚਣਾ,157,388
purge,ਥੁੱਕਣਾ,10,11
pursue,ਲੱਗਣਾ,170,407
quest,ਮੰਗਣਾ,229,114
quiet,ਬੁਝਾਉਣਾ,14,2126
quit,ਛੱਡਣਾ,687,878
radiate,ਚਮਕਣਾ,12,9
range,ਭਟਕਣਾ,54,3211
rant,ਬੋਲਣਾ,515,64
rave,ਬੋਲਣਾ,515,54
recognise,ਮੰਨਣਾ,2525,362
recognize,ਮੰਨਣਾ,2525,807
reconstruct,ਲਿਆਉਣਾ,912,19
recount,ਸੁਣਾਉਣਾ,22,10
recruit,ਰੱਖਣਾ,6816,96
reef,ਘਟਾਉਣਾ,569,48
reel,ਘੁੰਮਣਾ,124,39
reflect,ਚਮਕਣਾ,12,321
refute,ਕੱਟਣਾ,202,46
regard,ਮੰਨਣਾ,2525,8622
remit,ਟਾਲਣਾ,15,9
render,ਦੇਣਾ,8883,107
repay,ਉੱਤਰਨਾ,12,78
repeat,ਦੁਹਰਾਉਣਾ,131,1917
replace,ਬਦਲਣਾ,1282,607
repose,ਪਾਉਣਾ,1300,18
represent,ਖੇਡਣਾ,844,491
request,ਮੰਗਣਾ,229,2616
resemble,ਪੈਣਾ,906,86
reserve,ਰੋਕਣਾ,742,1087
restore,ਲਿਆਉਣਾ,912,669
reveal,ਖੋਲਣਾ,11,403
revise,ਦੁਹਰਾਉਣਾ,131,103
ring,ਵੱਜਣਾ,23,382
ripen,ਪਕਾਉਣਾ,439,25
roam,ਭਟਕਣਾ,54,44
roast,ਭੁੰਨਣਾ,12,35
rob,ਲੁੱਟਣਾ,10,77
root,ਜੰਮਣਾ,20,735
rope,ਬੰਨਣਾ,9,170
sack,ਕੱਢਣਾ,418,74
save,ਬਚਾਉਣਾ,409,3439
savvy,ਸਮਝਿਆ,1195,54
scam,ਲੁੱਟਣਾ,10,728
scatter,ਫੈਲਣਾ,56,10
school,ਪੜ੍ਹਨਾ,962,11860
scorch,ਸੜਨਾ,9,13
scrape,ਖਿੱਚਣਾ,157,29
scratch,ਖਿੱਚਣਾ,157,130
scream,ਚੀਕਣਾ,28,96
screen,ਜਾਂਚਣਾ,48,1643
seem,ਲੱਗਣਾ,170,3251
sell,ਨਿਕਲਣਾ,413,1302
send,ਭੇਜਣਾ,197,1601
serve,ਲਗਾਉਣਾ,1219,1336
sew,ਲਗਾਉਣਾ,1219,125
share,ਵੰਡਣਾ,104,4000
shave,ਉਡਾਉਣਾ,53,17
shine,ਚਮਕਣਾ,12,241
ship,ਭੇਜਣਾ,197,452
shirk,ਭੱਜਣਾ,85,22
shoot,ਖਿੱਚਣਾ,157,880
shout,ਚੀਕਣਾ,28,100
shun,ਬਚਣਾ,1301,49
sick,ਥੁੱਕਣਾ,10,1327
sing,ਗਾਉਣਾ,66,382
sink,ਦਬਾਉਣਾ,67,233
sit,ਬੈਠਣਾ,185,2204
skirt,ਟਾਲਣਾ,15,393
slander,ਲਗਾਉਣਾ,1219,18
slay,ਮਾਰਨਾ,268,11
sleep,ਸੌਣਾ,139,3678
slumber,ਸੌਣਾ,139,40
smear,ਲਗਾਉਣਾ,1219,66
smell,ਬਦਬੂ,162,742
snarl,ਉਲਝਣਾ,17,12
soak,ਲੁੱਟਣਾ,10,228
sorrow,ਸੋਚਣਾ,1350,301
sound,ਵਜਾਉਣਾ,38,2570
sow,ਬੀਜਣਾ,47,68
spit,ਥੁੱਕਣਾ,10,47
spoil,ਲੱਗਣਾ,170,180
spout,ਬੋਲਣਾ,515,16
spring,ਕੁੱਦਣਾ,10,904
squall,ਚੀਕਣਾ,28,10
stage,ਖੇਡਣਾ,844,4007
stain,ਛੱਡਣਾ,687,220
state,ਦੱਸਣਾ,1292,36680
steal,ਉਡਾਉਣਾ,53,125
still,ਬੁਝਾਉਣਾ,14,18398
stimulate,ਜਗਾਉਣਾ,12,152
sting,ਕੱਟਣਾ,202,49
stir,ਰਗੜਨਾ,36,1476
stitch,ਲਗਾਉਣਾ,1219,25
stray,ਭਟਕਣਾ,54,176
stride,ਲੰਘਣਾ,283,28
study,ਪੜਨਾ,59,4698
stuff,ਪਾਉਣਾ,1300,2602
stun,ਘਬਰਾਉਣਾ,101,9
subdue,ਦਬਾਉਣਾ,67,8
submerge,ਡੁੱਬਣਾ,26,13
subscribe,ਬੰਨ੍ਹਣਾ,56,80
substitute,ਬਦਲਣਾ,1282,229
suffer,ਟੁੱਟਣਾ,28,1271
summon,ਬੁਲਾਉਣਾ,131,58
supply,ਦੇਣਾ,8883,3038
suppress,ਦਬਾਉਣਾ,67,234
surcharge,ਲੁੱਟਣਾ,10,90
survive,ਬਚਣਾ,1301,703
suspend,ਲਮਕਾਉਣਾ,56,109
swan,ਭਟਕਣਾ,54,25
sweep,ਫੈਲਣਾ,56,65
table,ਟਾਲਣਾ,15,1764
tackle,ਲੈਣਾ,5063,670
tan,ਸੋਧਣਾ,79,91
tangle,ਉਲਝਣਾ,17,8
tattoo,ਛਾਪਣਾ,13,248
tender,ਦੇਣਾ,8883,401
terminate,ਕੱਢਣਾ,418,79
terrify,ਡਰਾਉਣਾ,1634,8
terrorise,ਡਰਾਉਣਾ,1634,9
thicken,ਗਾੜਾ,272,38
thread,ਪਾਉਣਾ,1300,218
tighten,ਖਿੱਚਣਾ,157,73
tilt,ਝੁਕਣਾ,68,25
tip,ਝੁਕਣਾ,68,279
toss,ਸੁੱਟਣਾ,64,1070
tour,ਘੁੰਮਣਾ,124,1419
towel,ਪੂੰਝਣਾ,16,281
trace,ਖਿੱਚਣਾ,157,713
trance,ਮੋਹਣਾ,75,13
trap,ਫੜਨਾ,77,211
treat,ਵਰਤਣਾ,1450,2683
turn,ਮੋੜਨਾ,36,2700
tweak,ਤੋੜਨਾ,118,18
uncover,ਖੋਲਣਾ,11,51
undertake,ਲੈਣਾ,5063,264
unveil,ਖੋਲਣਾ,11,48
utter,ਬੋਲਣਾ,515,196
veto,ਰੋਕਣਾ,742,24
volunteer,ਮੰਨਣਾ,2525,99
vomit,ਥੁੱਕਣਾ,10,13
vow,ਮੰਨਣਾ,2525,25
wander,ਭਟਕਣਾ,54,32
weep,ਰੋਣਾ,332,69
weigh,ਤੋਲਣਾ,26,185
win,ਜਿੱਤਣਾ,488,6640
withhold,ਰੋਕਣਾ,742,16
wreak,ਕਰਨਾ,78422,128
wrestle,ਘਬਰਾਉਣਾ,101,19
yell,ਚੀਕਣਾ,28,15
yield,ਝੁਕਣਾ,68,400
